# T[s],enable,encoder[enc]
-23.424,0,7
-23.414,0,7
-23.403,0,7
-23.394,0,7
-23.384,0,7
-23.373,0,7
-23.363,0,7
-23.354,0,7
-23.343,0,7
-23.333,0,7
-23.323,0,7
-23.314,0,7
-23.303,0,7
-23.294,0,7
-23.283,0,7
-23.274,0,7
-23.263,0,7
-23.254,0,7
-23.243,0,7
-23.232,0,7
-23.223,0,7
-23.212,0,7
-23.204,0,7
-23.194,0,7
-23.183,0,7
-23.173,0,7
-23.163,0,7
-23.154,0,7
-23.142,0,7
-23.134,0,7
-23.123,0,7
-23.114,0,7
-23.104,0,7
-23.094,0,7
-23.083,0,7
-23.074,0,7
-23.063,0,7
-23.054,0,7
-23.044,0,7
-23.031,0,7
-23.018,0,7
-23.011,0,7
-23.003,0,7
-22.992,0,7
-22.983,0,7
-22.970,0,7
-22.957,0,7
-22.953,0,7
-22.942,0,7
-22.933,0,7
-22.923,0,7
-22.913,0,7
-22.903,0,7
-22.893,0,7
-22.883,0,7
-22.874,0,7
-22.864,0,7
-22.854,0,7
-22.843,0,7
-22.834,0,7
-22.825,0,7
-22.814,0,7
-22.803,0,7
-22.794,0,7
-22.784,0,7
-22.771,0,7
-22.760,0,7
-22.750,0,7
-22.742,0,7
-22.734,0,7
-22.723,0,7
-22.714,0,7
-22.704,0,7
-22.694,0,7
-22.683,0,7
-22.673,0,7
-22.663,0,7
-22.653,0,7
-22.645,0,7
-22.630,0,7
-22.618,0,7
-22.610,0,7
-22.602,0,7
-22.593,0,7
-22.584,0,7
-22.573,0,7
-22.563,0,7
-22.553,0,7
-22.544,0,7
-22.534,0,7
-22.523,0,7
-22.514,0,7
-22.500,0,7
-22.489,0,7
-22.477,0,7
-22.469,0,7
-22.463,0,7
-22.453,0,7
-22.442,0,7
-22.434,0,7
-22.424,0,7
-22.414,0,7
-22.404,0,7
-22.393,0,7
-22.383,0,7
-22.374,0,7
-22.362,0,7
-22.353,0,7
-22.343,0,7
-22.333,0,7
-22.323,0,7
-22.314,0,7
-22.305,0,7
-22.290,0,7
-22.279,0,7
-22.273,0,7
-22.264,0,7
-22.253,0,7
-22.244,0,7
-22.233,0,7
-22.223,0,7
-22.213,0,7
-22.203,0,7
-22.193,0,7
-22.183,0,7
-22.174,0,7
-22.163,0,7
-22.154,0,7
-22.144,0,7
-22.133,0,7
-22.123,0,7
-22.108,0,7
-22.098,0,7
-22.090,0,7
-22.083,0,7
-22.074,0,7
-22.063,0,7
-22.053,0,7
-22.045,0,7
-22.033,0,7
-22.024,0,7
-22.014,0,7
-22.003,0,7
-21.994,0,7
-21.984,0,7
-21.974,0,7
-21.963,0,7
-21.954,0,7
-21.943,0,7
-21.934,0,7
-21.923,0,7
-21.914,0,7
-21.902,0,7
-21.893,0,7
-21.883,0,7
-21.874,0,7
-21.862,0,7
-21.853,0,7
-21.843,0,7
-21.833,0,7
-21.823,0,7
-21.814,0,7
-21.803,0,7
-21.793,0,7
-21.783,0,7
-21.773,0,7
-21.762,0,7
-21.754,0,7
-21.744,0,7
-21.734,0,7
-21.724,0,7
-21.714,0,7
-21.703,0,7
-21.690,0,7
-21.679,0,7
-21.665,0,7
-21.659,0,7
-21.654,0,7
-21.644,0,7
-21.630,0,7
-21.622,0,7
-21.614,0,7
-21.603,0,7
-21.594,0,7
-21.583,0,7
-21.572,0,7
-21.562,0,7
-21.554,0,7
-21.544,0,7
-21.533,0,7
-21.523,0,7
-21.513,0,7
-21.504,0,7
-21.494,0,7
-21.483,0,7
-21.473,0,7
-21.463,0,7
-21.453,0,7
-21.443,0,7
-21.434,0,7
-21.424,0,7
-21.414,0,7
-21.404,0,7
-21.393,0,7
-21.384,0,7
-21.373,0,7
-21.363,0,7
-21.353,0,7
-21.343,0,7
-21.334,0,7
-21.324,0,7
-21.314,0,7
-21.304,0,7
-21.294,0,7
-21.283,0,7
-21.275,0,7
-21.263,0,7
-21.254,0,7
-21.243,0,7
-21.232,0,7
-21.223,0,7
-21.214,0,7
-21.203,0,7
-21.194,0,7
-21.183,0,7
-21.174,0,7
-21.163,0,7
-21.154,0,7
-21.142,0,7
-21.133,0,7
-21.123,0,7
-21.113,0,7
-21.105,0,7
-21.093,0,7
-21.084,0,7
-21.074,0,7
-21.064,0,7
-21.053,0,7
-21.044,0,7
-21.033,0,7
-21.024,0,7
-21.013,0,7
-21.003,0,7
-20.994,0,7
-20.982,0,7
-20.974,0,7
-20.964,0,7
-20.954,0,7
-20.943,0,7
-20.934,0,7
-20.923,0,7
-20.913,0,7
-20.902,0,7
-20.894,0,7
-20.884,0,7
-20.874,0,7
-20.863,0,7
-20.854,0,7
-20.843,0,7
-20.834,0,7
-20.823,0,7
-20.812,0,7
-20.803,0,7
-20.792,0,7
-20.784,0,7
-20.774,0,7
-20.763,0,7
-20.753,0,7
-20.743,0,7
-20.734,0,7
-20.724,0,7
-20.714,0,7
-20.704,0,7
-20.693,0,7
-20.683,0,7
-20.673,0,7
-20.663,0,7
-20.652,0,7
-20.644,0,7
-20.634,0,7
-20.622,0,7
-20.614,0,7
-20.604,0,7
-20.593,0,7
-20.583,0,7
-20.572,0,7
-20.562,0,7
-20.554,0,7
-20.544,0,7
-20.534,0,7
-20.523,0,7
-20.514,0,7
-20.504,0,7
-20.493,0,7
-20.483,0,7
-20.473,0,7
-20.462,0,7
-20.452,0,7
-20.443,0,7
-20.433,0,7
-20.424,0,7
-20.413,0,7
-20.403,0,7
-20.392,0,7
-20.383,0,7
-20.373,0,7
-20.363,0,7
-20.353,0,7
-20.343,0,7
-20.333,0,7
-20.325,0,7
-20.314,0,7
-20.302,0,7
-20.294,0,7
-20.284,0,7
-20.274,0,7
-20.263,0,7
-20.253,0,7
-20.243,0,7
-20.233,0,7
-20.222,0,7
-20.214,0,7
-20.204,0,7
-20.194,0,7
-20.184,0,7
-20.174,0,7
-20.163,0,7
-20.153,0,7
-20.143,0,7
-20.133,0,7
-20.124,0,7
-20.114,0,7
-20.102,0,7
-20.094,0,7
-20.083,0,7
-20.074,0,7
-20.063,0,7
-20.054,0,7
-20.042,0,7
-20.034,0,7
-20.024,0,7
-20.014,0,7
-20.004,0,7
-19.993,0,7
-19.983,0,7
-19.973,0,7
-19.963,0,7
-19.954,0,7
-19.944,0,7
-19.933,0,7
-19.922,0,7
-19.913,0,7
-19.903,0,7
-19.893,0,7
-19.883,0,7
-19.874,0,7
-19.862,0,7
-19.854,0,7
-19.844,0,7
-19.833,0,7
-19.823,0,7
-19.813,0,7
-19.803,0,7
-19.789,0,7
-19.777,0,7
-19.773,0,7
-19.764,0,7
-19.750,0,7
-19.740,0,7
-19.729,0,7
-19.723,0,7
-19.713,0,7
-19.702,0,7
-19.692,0,7
-19.684,0,7
-19.673,0,7
-19.663,0,7
-19.654,0,7
-19.643,0,7
-19.634,0,7
-19.623,0,7
-19.614,0,7
-19.602,0,7
-19.592,0,7
-19.583,0,7
-19.573,0,7
-19.563,0,7
-19.553,0,7
-19.543,0,7
-19.533,0,7
-19.524,0,7
-19.514,0,7
-19.504,0,7
-19.494,0,7
-19.484,0,7
-19.473,0,7
-19.463,0,7
-19.454,0,7
-19.443,0,7
-19.434,0,7
-19.424,0,7
-19.413,0,7
-19.404,0,7
-19.391,0,7
-19.385,0,7
-19.373,0,7
-19.362,0,7
-19.354,0,7
-19.342,0,7
-19.334,0,7
-19.322,0,7
-19.314,0,7
-19.303,0,7
-19.293,0,7
-19.283,0,7
-19.272,0,7
-19.263,0,7
-19.252,0,7
-19.244,0,7
-19.233,0,7
-19.224,0,7
-19.213,0,7
-19.204,0,7
-19.193,0,7
-19.183,0,7
-19.174,0,7
-19.162,0,7
-19.154,0,7
-19.143,0,7
-19.134,0,7
-19.124,0,7
-19.113,0,7
-19.104,0,7
-19.089,0,7
-19.079,0,7
-19.073,0,7
-19.063,0,7
-19.054,0,7
-19.043,0,7
-19.033,0,7
-19.024,0,7
-19.013,0,7
-19.004,0,7
-18.994,0,7
-18.984,0,7
-18.970,0,7
-18.956,0,7
-18.948,0,7
-18.942,0,7
-18.933,0,7
-18.922,0,7
-18.913,0,7
-18.904,0,7
-18.894,0,7
-18.883,0,7
-18.874,0,7
-18.863,0,7
-18.853,0,7
-18.840,0,7
-18.828,0,7
-18.823,0,7
-18.813,0,7
-18.803,0,7
-18.793,0,7
-18.783,0,7
-18.774,0,7
-18.764,0,7
-18.752,0,7
-18.742,0,7
-18.733,0,7
-18.723,0,7
-18.713,0,7
-18.703,0,7
-18.693,0,7
-18.683,0,7
-18.669,0,7
-18.658,0,7
-18.653,0,7
-18.644,0,7
-18.633,0,7
-18.624,0,7
-18.613,0,7
-18.603,0,7
-18.593,0,7
-18.583,0,7
-18.573,0,7
-18.563,0,7
-18.554,0,7
-18.544,0,7
-18.533,0,7
-18.523,0,7
-18.513,0,7
-18.503,0,7
-18.493,0,7
-18.483,0,7
-18.473,0,7
-18.464,0,7
-18.453,0,7
-18.444,0,7
-18.434,0,7
-18.423,0,7
-18.414,0,7
-18.404,0,7
-18.393,0,7
-18.384,0,7
-18.373,0,7
-18.363,0,7
-18.353,0,7
-18.344,0,7
-18.333,0,7
-18.320,0,7
-18.309,0,7
-18.304,0,7
-18.293,0,7
-18.283,0,7
-18.273,0,7
-18.263,0,7
-18.253,0,7
-18.243,0,7
-18.230,0,7
-18.218,0,7
-18.213,0,7
-18.204,0,7
-18.194,0,7
-18.183,0,7
-18.174,0,7
-18.163,0,7
-18.152,0,7
-18.144,0,7
-18.134,0,7
-18.124,0,7
-18.114,0,7
-18.104,0,7
-18.093,0,7
-18.083,0,7
-18.072,0,7
-18.062,0,7
-18.053,0,7
-18.042,0,7
-18.033,0,7
-18.024,0,7
-18.014,0,7
-18.003,0,7
-17.993,0,7
-17.983,0,7
-17.974,0,7
-17.962,0,7
-17.952,0,7
-17.943,0,7
-17.933,0,7
-17.924,0,7
-17.913,0,7
-17.903,0,7
-17.893,0,7
-17.883,0,7
-17.872,0,7
-17.862,0,7
-17.854,0,7
-17.844,0,7
-17.833,0,7
-17.823,0,7
-17.813,0,7
-17.804,0,7
-17.794,0,7
-17.784,0,7
-17.773,0,7
-17.763,0,7
-17.753,0,7
-17.743,0,7
-17.734,0,7
-17.723,0,7
-17.708,0,7
-17.698,0,7
-17.690,0,7
-17.684,0,7
-17.673,0,7
-17.663,0,7
-17.653,0,7
-17.644,0,7
-17.628,0,7
-17.618,0,7
-17.610,0,7
-17.602,0,7
-17.594,0,7
-17.584,0,7
-17.573,0,7
-17.563,0,7
-17.552,0,7
-17.543,0,7
-17.533,0,7
-17.524,0,7
-17.512,0,7
-17.503,0,7
-17.493,0,7
-17.484,0,7
-17.473,0,7
-17.463,0,7
-17.454,0,7
-17.444,0,7
-17.433,0,7
-17.424,0,7
-17.413,0,7
-17.403,0,7
-17.393,0,7
-17.383,0,7
-17.374,0,7
-17.363,0,7
-17.354,0,7
-17.342,0,7
-17.333,0,7
-17.324,0,7
-17.313,0,7
-17.303,0,7
-17.293,0,7
-17.283,0,7
-17.272,0,7
-17.263,0,7
-17.254,0,7
-17.243,0,7
-17.233,0,7
-17.223,0,7
-17.213,0,7
-17.204,0,7
-17.193,0,7
-17.184,0,7
-17.173,0,7
-17.163,0,7
-17.153,0,7
-17.144,0,7
-17.133,0,7
-17.123,0,7
-17.113,0,7
-17.104,0,7
-17.094,0,7
-17.084,0,7
-17.073,0,7
-17.063,0,7
-17.053,0,7
-17.044,0,7
-17.034,0,7
-17.024,0,7
-17.014,0,7
-17.003,0,7
-16.994,0,7
-16.984,0,7
-16.973,0,7
-16.963,0,7
-16.953,0,7
-16.942,0,7
-16.934,0,7
-16.924,0,7
-16.913,0,7
-16.903,0,7
-16.893,0,7
-16.885,0,7
-16.874,0,7
-16.864,0,7
-16.854,0,7
-16.844,0,7
-16.833,0,7
-16.823,0,7
-16.814,0,7
-16.804,0,7
-16.793,0,7
-16.783,0,7
-16.774,0,7
-16.763,0,7
-16.754,0,7
-16.744,0,7
-16.733,0,7
-16.724,0,7
-16.713,0,7
-16.703,0,7
-16.693,0,7
-16.683,0,7
-16.674,0,7
-16.662,0,7
-16.653,0,7
-16.643,0,7
-16.634,0,7
-16.623,0,7
-16.613,0,7
-16.604,0,7
-16.592,0,7
-16.584,0,7
-16.573,0,7
-16.564,0,7
-16.553,0,7
-16.543,0,7
-16.533,0,7
-16.520,0,7
-16.509,0,7
-16.498,0,7
-16.492,0,7
-16.484,0,7
-16.473,0,7
-16.463,0,7
-16.453,0,7
-16.444,0,7
-16.428,0,7
-16.418,0,7
-16.413,0,7
-16.404,0,7
-16.393,0,7
-16.384,0,7
-16.373,0,7
-16.363,0,7
-16.354,0,7
-16.344,0,7
-16.334,0,7
-16.324,0,7
-16.312,0,7
-16.297,0,7
-16.291,0,7
-16.282,0,7
-16.273,0,7
-16.264,0,7
-16.252,0,7
-16.243,0,7
-16.234,0,7
-16.224,0,7
-16.214,0,7
-16.204,0,7
-16.193,0,7
-16.183,0,7
-16.173,0,7
-16.164,0,7
-16.154,0,7
-16.144,0,7
-16.134,0,7
-16.123,0,7
-16.114,0,7
-16.103,0,7
-16.094,0,7
-16.082,0,7
-16.074,0,7
-16.063,0,7
-16.054,0,7
-16.043,0,7
-16.034,0,7
-16.023,0,7
-16.014,0,7
-16.003,0,7
-15.994,0,7
-15.984,0,7
-15.973,0,7
-15.963,0,7
-15.954,0,7
-15.944,0,7
-15.933,0,7
-15.923,0,7
-15.913,0,7
-15.904,0,7
-15.894,0,7
-15.884,0,7
-15.873,0,7
-15.863,0,7
-15.853,0,7
-15.843,0,7
-15.834,0,7
-15.823,0,7
-15.814,0,7
-15.804,0,7
-15.793,0,7
-15.784,0,7
-15.773,0,7
-15.763,0,7
-15.753,0,7
-15.744,0,7
-15.734,0,7
-15.724,0,7
-15.713,0,7
-15.704,0,7
-15.693,0,7
-15.684,0,7
-15.673,0,7
-15.663,0,7
-15.654,0,7
-15.644,0,7
-15.634,0,7
-15.623,0,7
-15.614,0,7
-15.603,0,7
-15.593,0,7
-15.583,0,7
-15.573,0,7
-15.563,0,7
-15.554,0,7
-15.543,0,7
-15.533,0,7
-15.523,0,7
-15.513,0,7
-15.503,0,7
-15.494,0,7
-15.484,0,7
-15.474,0,7
-15.462,0,7
-15.454,0,7
-15.444,0,7
-15.434,0,7
-15.424,0,7
-15.413,0,7
-15.403,0,7
-15.394,0,7
-15.383,0,7
-15.374,0,7
-15.363,0,7
-15.354,0,7
-15.343,0,7
-15.333,0,7
-15.324,0,7
-15.312,0,7
-15.304,0,7
-15.293,0,7
-15.284,0,7
-15.274,0,7
-15.263,0,7
-15.254,0,7
-15.243,0,7
-15.234,0,7
-15.223,0,7
-15.214,0,7
-15.202,0,7
-15.193,0,7
-15.183,0,7
-15.174,0,7
-15.163,0,7
-15.153,0,7
-15.144,0,7
-15.134,0,7
-15.123,0,7
-15.114,0,7
-15.103,0,7
-15.094,0,7
-15.083,0,7
-15.073,0,7
-15.064,0,7
-15.054,0,7
-15.044,0,7
-15.034,0,7
-15.024,0,7
-15.013,0,7
-15.003,0,7
-14.993,0,7
-14.983,0,7
-14.972,0,7
-14.962,0,7
-14.954,0,7
-14.943,0,7
-14.934,0,7
-14.923,0,7
-14.914,0,7
-14.905,0,7
-14.893,0,7
-14.883,0,7
-14.874,0,7
-14.863,0,7
-14.854,0,7
-14.844,0,7
-14.834,0,7
-14.823,0,7
-14.814,0,7
-14.803,0,7
-14.793,0,7
-14.783,0,7
-14.774,0,7
-14.763,0,7
-14.753,0,7
-14.743,0,7
-14.733,0,7
-14.723,0,7
-14.714,0,7
-14.704,0,7
-14.694,0,7
-14.684,0,7
-14.674,0,7
-14.663,0,7
-14.653,0,7
-14.643,0,7
-14.633,0,7
-14.623,0,7
-14.613,0,7
-14.600,0,7
-14.588,0,7
-14.580,0,7
-14.574,0,7
-14.563,0,7
-14.553,0,7
-14.543,0,7
-14.533,0,7
-14.522,0,7
-14.514,0,7
-14.503,0,7
-14.494,0,7
-14.484,0,7
-14.474,0,7
-14.463,0,7
-14.454,0,7
-14.443,0,7
-14.434,0,7
-14.424,0,7
-14.410,0,7
-14.397,0,7
-14.387,0,7
-14.382,0,7
-14.373,0,7
-14.363,0,7
-14.354,0,7
-14.344,0,7
-14.329,0,7
-14.320,0,7
-14.310,0,7
-14.303,0,7
-14.293,0,7
-14.280,0,7
-14.273,0,7
-14.263,0,7
-14.254,0,7
-14.244,0,7
-14.233,0,7
-14.223,0,7
-14.214,0,7
-14.203,0,7
-14.193,0,7
-14.182,0,7
-14.174,0,7
-14.162,0,7
-14.154,0,7
-14.144,0,7
-14.134,0,7
-14.123,0,7
-14.114,0,7
-14.104,0,7
-14.094,0,7
-14.084,0,7
-14.074,0,7
-14.063,0,7
-14.054,0,7
-14.043,0,7
-14.033,0,7
-14.024,0,7
-14.009,0,7
-13.997,0,7
-13.992,0,7
-13.984,0,7
-13.970,0,7
-13.960,0,7
-13.952,0,7
-13.942,0,7
-13.934,0,7
-13.923,0,7
-13.914,0,7
-13.904,0,7
-13.894,0,7
-13.884,0,7
-13.873,0,7
-13.862,0,7
-13.853,0,7
-13.844,0,7
-13.830,0,7
-13.818,0,7
-13.810,0,7
-13.804,0,7
-13.794,0,7
-13.783,0,7
-13.774,0,7
-13.763,0,7
-13.754,0,7
-13.743,0,7
-13.733,0,7
-13.724,0,7
-13.714,0,7
-13.703,0,7
-13.693,0,7
-13.683,0,7
-13.674,0,7
-13.662,0,7
-13.654,0,7
-13.643,0,7
-13.633,0,7
-13.623,0,7
-13.613,0,7
-13.603,0,7
-13.593,0,7
-13.583,0,7
-13.572,0,7
-13.564,0,7
-13.553,0,7
-13.543,0,7
-13.533,0,7
-13.523,0,7
-13.508,0,7
-13.495,0,7
-13.488,0,7
-13.484,0,7
-13.474,0,7
-13.463,0,7
-13.454,0,7
-13.444,0,7
-13.433,0,7
-13.420,0,7
-13.411,0,7
-13.402,0,7
-13.394,0,7
-13.383,0,7
-13.374,0,7
-13.363,0,7
-13.354,0,7
-13.343,0,7
-13.334,0,7
-13.324,0,7
-13.312,0,7
-13.304,0,7
-13.293,0,7
-13.284,0,7
-13.274,0,7
-13.263,0,7
-13.254,0,7
-13.243,0,7
-13.234,0,7
-13.224,0,7
-13.214,0,7
-13.203,0,7
-13.193,0,7
-13.183,0,7
-13.173,0,7
-13.163,0,7
-13.154,0,7
-13.142,0,7
-13.134,0,7
-13.124,0,7
-13.113,0,7
-13.104,0,7
-13.093,0,7
-13.083,0,7
-13.072,0,7
-13.064,0,7
-13.054,0,7
-13.044,0,7
-13.034,0,7
-13.023,0,7
-13.014,0,7
-13.003,0,7
-12.992,0,7
-12.982,0,7
-12.973,0,7
-12.963,0,7
-12.954,0,7
-12.943,0,7
-12.933,0,7
-12.923,0,7
-12.913,0,7
-12.904,0,7
-12.893,0,7
-12.882,0,7
-12.873,0,7
-12.863,0,7
-12.853,0,7
-12.843,0,7
-12.833,0,7
-12.823,0,7
-12.813,0,7
-12.803,0,7
-12.794,0,7
-12.784,0,7
-12.774,0,7
-12.763,0,7
-12.753,0,7
-12.742,0,7
-12.734,0,7
-12.723,0,7
-12.714,0,7
-12.703,0,7
-12.694,0,7
-12.684,0,7
-12.674,0,7
-12.663,0,7
-12.653,0,7
-12.643,0,7
-12.633,0,7
-12.624,0,7
-12.614,0,7
-12.604,0,7
-12.593,0,7
-12.584,0,7
-12.574,0,7
-12.564,0,7
-12.554,0,7
-12.544,0,7
-12.533,0,7
-12.523,0,7
-12.514,0,7
-12.503,0,7
-12.493,0,7
-12.483,0,7
-12.473,0,7
-12.463,0,7
-12.452,0,7
-12.444,0,7
-12.434,0,7
-12.423,0,7
-12.413,0,7
-12.403,0,7
-12.394,0,7
-12.384,0,7
-12.373,0,7
-12.364,0,7
-12.354,0,7
-12.344,0,7
-12.333,0,7
-12.323,0,7
-12.313,0,7
-12.303,0,7
-12.294,0,7
-12.284,0,7
-12.273,0,7
-12.264,0,7
-12.254,0,7
-12.244,0,7
-12.233,0,7
-12.223,0,7
-12.214,0,7
-12.203,0,7
-12.193,0,7
-12.184,0,7
-12.174,0,7
-12.163,0,7
-12.154,0,7
-12.143,0,7
-12.133,0,7
-12.118,0,7
-12.107,0,7
-12.100,0,7
-12.093,0,7
-12.083,0,7
-12.074,0,7
-12.063,0,7
-12.053,0,7
-12.040,0,7
-12.029,0,7
-12.022,0,7
-12.014,0,7
-12.003,0,7
-11.993,0,7
-11.983,0,7
-11.973,0,7
-11.963,0,7
-11.954,0,7
-11.944,0,7
-11.933,0,7
-11.924,0,7
-11.913,0,7
-11.904,0,7
-11.893,0,7
-11.883,0,7
-11.873,0,7
-11.862,0,7
-11.854,0,7
-11.844,0,7
-11.833,0,7
-11.824,0,7
-11.814,0,7
-11.803,0,7
-11.793,0,7
-11.782,0,7
-11.772,0,7
-11.764,0,7
-11.753,0,7
-11.744,0,7
-11.733,0,7
-11.723,0,7
-11.713,0,7
-11.702,0,7
-11.694,0,7
-11.683,0,7
-11.674,0,7
-11.659,0,7
-11.648,0,7
-11.637,0,7
-11.634,0,7
-11.623,0,7
-11.612,0,7
-11.603,0,7
-11.594,0,7
-11.584,0,7
-11.573,0,7
-11.563,0,7
-11.553,0,7
-11.543,0,7
-11.533,0,7
-11.524,0,7
-11.513,0,7
-11.504,0,7
-11.494,0,7
-11.484,0,7
-11.474,0,7
-11.463,0,7
-11.453,0,7
-11.442,0,7
-11.433,0,7
-11.424,0,7
-11.414,0,7
-11.403,0,7
-11.394,0,7
-11.384,0,7
-11.373,0,7
-11.363,0,7
-11.352,0,7
-11.343,0,7
-11.334,0,7
-11.324,0,7
-11.313,0,7
-11.304,0,7
-11.293,0,7
-11.283,0,7
-11.274,0,7
-11.262,0,7
-11.254,0,7
-11.243,0,7
-11.234,0,7
-11.224,0,7
-11.213,0,7
-11.203,0,7
-11.193,0,7
-11.184,0,7
-11.174,0,7
-11.164,0,7
-11.153,0,7
-11.144,0,7
-11.134,0,7
-11.123,0,7
-11.113,0,7
-11.103,0,7
-11.092,0,7
-11.084,0,7
-11.074,0,7
-11.063,0,7
-11.054,0,7
-11.043,0,7
-11.033,0,7
-11.023,0,7
-11.012,0,7
-11.003,0,7
-10.992,0,7
-10.983,0,7
-10.974,0,7
-10.963,0,7
-10.954,0,7
-10.943,0,7
-10.934,0,7
-10.924,0,7
-10.914,0,7
-10.904,0,7
-10.893,0,7
-10.883,0,7
-10.873,0,7
-10.863,0,7
-10.853,0,7
-10.838,0,7
-10.828,0,7
-10.822,0,7
-10.813,0,7
-10.804,0,7
-10.794,0,7
-10.783,0,7
-10.773,0,7
-10.763,0,7
-10.750,0,7
-10.740,0,7
-10.728,0,7
-10.722,0,7
-10.713,0,7
-10.702,0,7
-10.694,0,7
-10.683,0,7
-10.672,0,7
-10.663,0,7
-10.652,0,7
-10.642,0,7
-10.634,0,7
-10.623,0,7
-10.614,0,7
-10.603,0,7
-10.593,0,7
-10.583,0,7
-10.572,0,7
-10.562,0,7
-10.553,0,7
-10.542,0,7
-10.533,0,7
-10.523,0,7
-10.513,0,7
-10.503,0,7
-10.493,0,7
-10.484,0,7
-10.472,0,7
-10.462,0,7
-10.454,0,7
-10.443,0,7
-10.433,0,7
-10.423,0,7
-10.414,0,7
-10.404,0,7
-10.393,0,7
-10.384,0,7
-10.374,0,7
-10.364,0,7
-10.353,0,7
-10.343,0,7
-10.333,0,7
-10.322,0,7
-10.313,0,7
-10.304,0,7
-10.293,0,7
-10.284,0,7
-10.274,0,7
-10.263,0,7
-10.253,0,7
-10.244,0,7
-10.232,0,7
-10.223,0,7
-10.213,0,7
-10.204,0,7
-10.194,0,7
-10.184,0,7
-10.173,0,7
-10.163,0,7
-10.153,0,7
-10.143,0,7
-10.132,0,7
-10.124,0,7
-10.113,0,7
-10.103,0,7
-10.093,0,7
-10.083,0,7
-10.073,0,7
-10.063,0,7
-10.054,0,7
-10.043,0,7
-10.034,0,7
-10.024,0,7
-10.013,0,7
-10.003,0,7
-9.683,0,0
-9.673,0,0
-9.663,0,0
-9.653,0,0
-9.642,0,-2
-9.633,0,-5
-9.622,0,-8
-9.614,0,-11
-9.603,0,-15
-9.593,0,-18
-9.583,0,-22
-9.573,0,-25
-9.563,0,-29
-9.553,0,-34
-9.543,0,-37
-9.534,0,-41
-9.524,0,-45
-9.512,0,-49
-9.504,0,-53
-9.493,0,-57
-9.483,0,-61
-9.473,0,-65
-9.463,0,-69
-9.452,0,-73
-9.443,0,-77
-9.434,0,-81
-9.424,0,-84
-9.413,0,-88
-9.403,0,-93
-9.391,0,-97
-9.383,0,-101
-9.373,0,-105
-9.362,0,-109
-9.354,0,-112
-9.344,0,-116
-9.329,0,-120
-9.315,0,-124
-9.309,0,-128
-9.303,0,-132
-9.292,0,-136
-9.283,0,-140
-9.274,0,-144
-9.263,0,-148
-9.254,0,-152
-9.243,0,-155
-9.233,0,-159
-9.223,0,-163
-9.213,0,-167
-9.203,0,-171
-9.192,0,-175
-9.184,0,-179
-9.174,0,-183
-9.163,0,-187
-9.153,0,-191
-9.143,0,-195
-9.133,0,-198
-9.119,0,-202
-9.109,0,-207
-9.103,0,-210
-9.092,0,-215
-9.083,0,-218
-9.073,0,-223
-9.058,0,-226
-9.048,0,-230
-9.042,0,-234
-9.032,0,-238
-9.023,0,-241
-9.014,0,-245
-9.004,0,-249
-8.993,0,-253
-8.983,0,-257
-8.973,0,-261
-8.962,0,-265
-8.953,0,-269
-8.943,0,-272
-8.934,0,-276
-8.924,0,-280
-8.913,0,-284
-8.899,0,-288
-8.888,0,-291
-8.881,0,-296
-8.873,0,-299
-8.862,0,-303
-8.853,0,-307
-8.843,0,-311
-8.833,0,-315
-8.820,0,-319
-8.810,0,-323
-8.803,0,-326
-8.793,0,-331
-8.783,0,-334
-8.774,0,-338
-8.762,0,-342
-8.754,0,-345
-8.744,0,-349
-8.730,0,-353
-8.717,0,-356
-8.711,0,-361
-8.703,0,-364
-8.692,0,-368
-8.683,0,-372
-8.672,0,-375
-8.662,0,-379
-8.654,0,-383
-8.643,0,-387
-8.633,0,-391
-8.623,0,-394
-8.613,0,-398
-8.603,0,-402
-8.593,0,-405
-8.584,0,-408
